"MOD_NAME","ITM_NAME","DSCR","MAPPING_NOTES","MAPPING_CODE","NEW_MOD_NAME","NEW_ITM_NAME"
"ind_dat_source_data","05_scan_start_time_E1_C2","Emission scan start time","Replaced by DATSCAN_START_TIME in DATSCAN_ACQUISITION","Replaced","DATSCAN_ACQUISITION","DATSCAN_START_TIME"
"ind_dat_source_data","06_date_injected_E1_C2","Date the injection took place","Replaced by DATSCAN_DATE_INJECTED in DATSCAN_ACQUISITION","Replaced","DATSCAN_ACQUISITION","DATSCAN_DATE_INJECTED"
"ind_dat_source_data","07_time_injected_E1_C2","Time the injection was administered","Replaced by DATSCAN_TIME_INJECTED in DATSCAN_ACQUISITION","Replaced","DATSCAN_ACQUISITION","DATSCAN_TIME_INJECTED"
"ind_dat_source_data","09_scan_quality_rating_spect_E1_C2","IND's SPECT overall image quality rating assessment","Replaced by DATSCAN_QUALITY_RATING in DATSCAN_ACQUISITION","Replaced","DATSCAN_ACQUISITION","DATSCAN_QUALITY_RATING"
"ind_dat_source_data","10_spect_image_acceptable_E1_C2","Is the scan acceptable for submission into the image database","Replaced by DATSCAN_IMAGE_ACCEPTABLE in DATSCAN_ACQUISITION","Replaced","DATSCAN_ACQUISITION","DATSCAN_IMAGE_ACCEPTABLE"
"ind_dat_source_data","other_E1_C7","Other specify for technical issue identified","","Excluded","",""
"ind_dat_source_data","study_subject_id","PPMI subject ID","Replaced by PATNO in DATSCAN_ACQUISITION","Replaced","DATSCAN_ACQUISITION","PATNO"
"ind_mri_metadata","DTISEQ","dti sequences","Replaced by MRI_SEQ_DTI in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","MRI_SEQ_DTI"
"ind_mri_metadata","EVENT_ID","Event Name","Replaced by EVENT_ID in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","EVENT_ID"
"ind_mri_metadata","MRSCDATE","scan acquisition date","Replaced by MRI_SCAN_DATE in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","MRI_SCAN_DATE"
"ind_mri_metadata","MRSCQUALITY","scan quality rating","Replaced by MRI_SCAN_QUALITY_RATING in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","MRI_SCAN_QUALITY_RATING"
"ind_mri_metadata","PATNO","Patient ID","Replaced by PATNO in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","PATNO"
"ind_mri_metadata","RSMRISEQ","resting state mr","Replaced by MRI_SEQ_RS in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","MRI_SEQ_RS"
"ind_mri_source_data","11a_rs_mri_E1_C4","Has resting state been acquired","Replaced by MRI_SEQ_RS in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","MRI_SEQ_RS"
"ind_mri_source_data","11_scan_acquisition_date_mr_E1_C3","MRI scan date","Replaced by MRI_SCAN_DATE in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","MRI_SCAN_DATE"
"ind_mri_source_data","12_scan_quality_rating_mr_E1_C3","IND's MRI overall image quality rating assessment","Replaced by MRI_SCAN_QUALITY_RATING in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","MRI_SCAN_QUALITY_RATING"
"ind_mri_source_data","13_dti_sequences_E1_C3","Have DTI sequences been provided","Replaced by MRI_SEQ_DTI in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","MRI_SEQ_DTI"
"ind_mri_source_data","other_E1_C7","Other specify for technical issue identified","","Excluded","",""
"ind_mri_source_data","study_subject_id","PPMI Subject ID","Replaced by PATNO in MRI_ACQUISITION","Replaced","MRI_ACQUISITION","PATNO"
"ind_spect_sbr","CAUDATE_L","Brain region used for ROI sampling for quantitative analysis caudate_l","Replaced by DATSCAN_CAUDATE_L in DATSCAN_SBR","Replaced","DATSCAN_SBR","DATSCAN_CAUDATE_L"
"ind_spect_sbr","CAUDATE_R","Brain region used for ROI sampling for quantitative analysis caudate_r","Replaced by DATSCAN_CAUDATE_R in DATSCAN_SBR","Replaced","DATSCAN_SBR","DATSCAN_CAUDATE_R"
"ind_spect_sbr","EVENT_ID","Visit Number","Replaced by EVENT_ID in DATSCAN_SBR","Replaced","DATSCAN_SBR","EVENT_ID"
"ind_spect_sbr","PATNO","Subject ID","Replaced by PATNO in DATSCAN_SBR","Replaced","DATSCAN_SBR","PATNO"
"ind_spect_sbr","PUTAMEN_L","Brain region used for ROI sampling for quantitative analysis putamen_l","Replaced by DATSCAN_PUTAMEN_L in DATSCAN_SBR","Replaced","DATSCAN_SBR","DATSCAN_PUTAMEN_L"
"ind_spect_sbr","PUTAMEN_R","Brain region used for ROI sampling for quantitative analysis putamen_r","Replaced by DATSCAN_PUTAMEN_R in DATSCAN_SBR","Replaced","DATSCAN_SBR","DATSCAN_PUTAMEN_R"
"ind_spect_sbr","SCAN_DATE","Scan Acquisition Date","Replaced by DATSCAN_DATE in DATSCAN_SBR","Replaced","DATSCAN_SBR","DATSCAN_DATE"
"ind_spect_vi","overall_vi_score_E2_C9","Visual interpreation results","Replaced by DATSCAN_VISINTRP in DATSCAN_VI_RESULTS","Replaced","DATSCAN_VI_RESULTS","DATSCAN_VISINTRP"
"ind_spect_vi","scan_date_E3_C10","Scan acquisition date (scan date)","Replaced by DATSCAN_DATE in DATSCAN_VI_RESULTS","Replaced","DATSCAN_VI_RESULTS","DATSCAN_DATE"
"ind_spect_vi","study_subject_id","PPMI Subject ID","Replaced by PATNO in DATSCAN_VI_RESULTS","Replaced","DATSCAN_VI_RESULTS","PATNO"
"ind_upsit","PACKET_ID","Packet ID","","Excluded","",""
"AE","SEQNO","Sequence Number","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"AVCNSNT","AVCNSTDISC","Informed consent was discussed with participant and/or legally authorized representative for the PPMI Early Imaging study.","Replaced by DOCCONSNTAV (Logic: Set as 1 when all of the eight av133 consent variables : AVCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","AVCNSNT","DOCCONSNTAV"
"AVCNSNT","CNSTAUTH","Informed consent obtained by person authorized on site delegation log.","Replaced by DOCCONSNTAV (Logic: Set as 1 when all of the eight av133 consent variables : AVCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","AVCNSNT","DOCCONSNTAV"
"AVCNSNT","CNSTCOPY","Copy of the consent form was provided to the participant and/or legally authorized representative upon conclusion of the consent process.","Replaced by DOCCONSNTAV (Logic: Set as 1 when all of the eight av133 consent variables : AVCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","AVCNSNT","DOCCONSNTAV"
"AVCNSNT","CNSTFORM","Consent form was provided to the participant and/or legally authorized representative for review.","Replaced by DOCCONSNTAV (Logic: Set as 1 when all of the eight av133 consent variables : AVCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","AVCNSNT","DOCCONSNTAV"
"AVCNSNT","CNSTPRIR","Consent has been signed prior to any study procedures being performed.","Replaced by DOCCONSNTAV (Logic: Set as 1 when all of the eight av133 consent variables : AVCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","AVCNSNT","DOCCONSNTAV"
"AVCNSNT","CNSTQA","During the informed consent process, the participant and/or authorized representative had the opportunity to ask questions and receive answers by study personnel.","Replaced by DOCCONSNTAV (Logic: Set as 1 when all of the eight av133 consent variables : AVCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","AVCNSNT","DOCCONSNTAV"
"AVCNSNT","CNSTTIME","Participant and/or legally authorized representative were given adequate time to read the consent form and discuss the study with study staff and/or person of participant's choice.","Replaced by DOCCONSNTAV (Logic: Set as 1 when all of the eight av133 consent variables : AVCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","AVCNSNT","DOCCONSNTAV"
"AVCNSNT","SIGNCNST","Participant and/or legally authorized representative signed and dated the informed consent.","Replaced by DOCCONSNTAV (Logic: Set as 1 when all of the eight av133 consent variables : AVCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","AVCNSNT","DOCCONSNTAV"
"CONMED","SEQNO","Sequence Number","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"CONTCNSNT","OPTCNST2","Confirmed willingness to continued participation in PPMI Clinical optional activities?","Same information is captured in ICFLOG","Excluded","",""
"EKG"," ","","Replaced by AVEKG","Excluded","",""
"EKG","CNO","Site Number","Replaced by AVEKG","Excluded","",""
"EKG","EKGCSCM","EKG Abnormal, clinically significant comment","Replaced by AVEKG","Excluded","",""
"EKG","EKGPERF","EKG performed","Replaced by AVEKG","Excluded","",""
"EKG","EKGRSLT","EKG results interpretation","Replaced by AVEKG","Excluded","",""
"EKG","EKGTM","Time of ECG","Replaced by AVEKG","Excluded","",""
"EKG","EVENT_ID","Visit ID","Replaced by AVEKG","Excluded","",""
"EKG","HR","Heart Rate (bpm)","Replaced by AVEKG","Excluded","",""
"EKG","INFODT","Assessment Date","Replaced by AVEKG","Excluded","",""
"EKG","LAST_UPDATE","Date of most recent update to record","Replaced by AVEKG","Excluded","",""
"EKG","ORIG_ENTRY","Date of original data entry","Replaced by AVEKG","Excluded","",""
"EKG","PAG_NAME","Page Name","Replaced by AVEKG","Excluded","",""
"EKG","PATNO","Participant ID","Replaced by AVEKG","Excluded","",""
"EKG","PRINTRVL","PR Interval (msec)","Replaced by AVEKG","Excluded","",""
"EKG","QRS","QRS Duration (msec)","Replaced by AVEKG","Excluded","",""
"EKG","QTC","QTc (msec)","Replaced by AVEKG","Excluded","",""
"EKG","QTINTRVL","QT Interval (msec)","Replaced by AVEKG","Excluded","",""
"EKG","REC_ID","Record ID","Replaced by AVEKG","Excluded","",""
"EKG","SUB_EVENT_ID","","Replaced by AVEKG","Excluded","",""
"GAITAASM","GAITASTDUALMIN","","Replaced by GAITASTDUAL","Replaced","GAITAASM","GAITASTDUAL"
"GAITAASM","GAITASTDUALSEC","","Replaced by GAITASTDUAL","Replaced","GAITAASM","GAITASTDUAL"
"GAITAASM","GAITASTUSMIN","","Replaced by GAITASTUS","Replaced","GAITAASM","GAITASTUS"
"GAITAASM","GAITASTUSSEC","","Replaced by GAITASTUS","Replaced","GAITAASM","GAITASTUS"
"ICFLOG","RECNTDATA","Consent to re-contact for use of data or samples","Replaced by RECNT in ICFLOG","Replaced","ICFLOG","RECNT"
"ICFLOG","RECNTRSCH","Consent to re-contact for other research","Replaced by RECNT in ICFLOG","Replaced","ICFLOG","RECNT"
"ICFLOG","SEQNO","Sequence Number","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"LEDDLOG","SEQNO","Sequence Number","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"MHXGEN","SEQNO","Sequence Number","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"MODBSTN","MBSTNVRS","Modified Boston Naming Test Version used","There is only one version administered","Excluded","",""
"NUPDRDOSE","DBSOFFTM","Time DBS turned off before OFF exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","DBSOFFTM"
"NUPDRDOSE","DBSONTM","Time DBS turned on before ON exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","DBSONTM"
"NUPDRDOSE","DBSYN","Does participant have DBS","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","DBSYN"
"NUPDRDOSE","EVENT_ID","Visit ID","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","EVENT_ID"
"NUPDRDOSE","INFODT","Assessment Date","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","INFODT"
"NUPDRDOSE","LAST_UPDATE","Date of most recent update to record","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","LAST_UPDATE"
"NUPDRDOSE","OFFEXAM","OFF exam performed","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","OFFEXAM"
"NUPDRDOSE","OFFEXAMTM","Time OFF exam was administered","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","OFFEXAMTM"
"NUPDRDOSE","OFFNORSN","Reason OFF exam not performed","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","OFFNORSN"
"NUPDRDOSE","OFFPDMEDDT","Date of most recent PD med dose before OFF exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","OFFPDMEDDT"
"NUPDRDOSE","OFFPDMEDTM","Time of most recent PD med dose before OFF exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","OFFPDMEDTM"
"NUPDRDOSE","ONEXAM","ON exam performed","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","ONEXAM"
"NUPDRDOSE","ONEXAMTM","Time ON exam was administered","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","ONEXAMTM"
"NUPDRDOSE","ONNORSN","Reason ON exam not performed","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","ONNORSN"
"NUPDRDOSE","ONOFFORDER","First Part III exam OFF or ON","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","ONOFFORDER"
"NUPDRDOSE","ONPDMEDDT","Date of most recent PD med dose before ON exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","ONPDMEDDT"
"NUPDRDOSE","ONPDMEDTM","Time of most recent PD med dose before ON exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","ONPDMEDTM"
"NUPDRDOSE","ORIG_ENTRY","Date of original data entry","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","ORIG_ENTRY"
"NUPDRDOSE","PAG_NAME","Page Name","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","PAG_NAME"
"NUPDRDOSE","PATNO","Participant ID","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","PATNO"
"NUPDRDOSE","PDMEDYN","Is participant on medication for PD?","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","PDMEDYN"
"NUPDRDOSE","REC_ID","Record ID","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","REC_ID"
"NUPDRDOSE","RMEXAM","MDS-UPDRS Part III examination administered at remote visit","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"NUPDRDOSE","RMNOPRT3","Reason MDS-UPDRS Part III examination not administered at remote visit","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"NUPDRDOSE","RMONOFF","MDS-UPDRS part III will be ON or OFF at remote visit","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"NUPDRDOSE","RMTOFFRSN","Reason OFF exam performed at remote visit","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"NUPDRS3","DBSOFFTM","Time DBS turned off before OFF exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","DBSOFFTM"
"NUPDRS3","DBSONTM","Time DBS turned on before ON exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","DBSONTM"
"NUPDRS3","DYSKIRAT","3.20 Did movements interfere with rating","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","DYSKIRAT"
"NUPDRS3","DYSKPRES","3.19 Were dyskinesias present","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","DYSKPRES"
"NUPDRS3","EVENT_ID","Visit ID","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","EVENT_ID"
"NUPDRS3","HRDBSOFF","Hours between DBS device turned off and NUPDRS3 exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","HRDBSOFF"
"NUPDRS3","HRDBSON","Hours between DBS device turned on and NUPDRS3 exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","HRDBSON"
"NUPDRS3","HRPOSTMED","Hours between last dose of PD medication and NUPDRS3 exam","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","HRPOSTMED"
"NUPDRS3","INFODT","Assessment Date","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","INFODT"
"NUPDRS3","LAST_UPDATE","Date of most recent update to record","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","LAST_UPDATE"
"NUPDRS3","NHY","3.21 Hoehn and Yahr Stage","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NHY"
"NUPDRS3","NP3BRADY","3.14 Global spontaneity of movement","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3BRADY"
"NUPDRS3","NP3FACXP","3.2 Facial expression","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3FACXP"
"NUPDRS3","NP3FRZGT","3.11 Freezing of gait","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3FRZGT"
"NUPDRS3","NP3FTAPL","3.4b Finger Tapping Left Hand","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3FTAPL"
"NUPDRS3","NP3FTAPR","3.4a Finger Tapping Right Hand","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3FTAPR"
"NUPDRS3","NP3GAIT","3.10 Gait","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3GAIT"
"NUPDRS3","NP3HMOVL","3.5b Hand movements - Left Hand","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3HMOVL"
"NUPDRS3","NP3HMOVR","3.5a Hand movements - Right Hand","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3HMOVR"
"NUPDRS3","NP3KTRML","3.16b Kinetic tremor - Left hand","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3KTRML"
"NUPDRS3","NP3KTRMR","3.16a Kinetic tremor - Right hand","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3KTRMR"
"NUPDRS3","NP3LGAGL","3.8b Leg agility - Left leg","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3LGAGL"
"NUPDRS3","NP3LGAGR","3.8a Leg agility - Right leg","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3LGAGR"
"NUPDRS3","NP3POSTR","3.13 Posture","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3POSTR"
"NUPDRS3","NP3PRSPL","3.6b Pronation-Supination - Left Hand","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3PRSPL"
"NUPDRS3","NP3PRSPR","3.6a Pronation-Supination - Right Hand","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3PRSPR"
"NUPDRS3","NP3PSTBL","3.12 Postural stability","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3PSTBL"
"NUPDRS3","NP3PTRML","3.15b Postural tremor - Left hand","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3PTRML"
"NUPDRS3","NP3PTRMR","3.15a Postural tremor - Right Hand","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3PTRMR"
"NUPDRS3","NP3RIGLL","3.3e Rigidity - LLE","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RIGLL"
"NUPDRS3","NP3RIGLU","3.3c Rigidity - LUE","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RIGLU"
"NUPDRS3","NP3RIGN","3.3a Rigidity - Neck","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RIGN"
"NUPDRS3","NP3RIGRL","3.3d Rigidity - RLE","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RIGRL"
"NUPDRS3","NP3RIGRU","3.3b Rigidity - RUE","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RIGRU"
"NUPDRS3","NP3RISNG","3.9 Arising from chair","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RISNG"
"NUPDRS3","NP3RTALJ","3.17e Rest tremor amplitude - Lip/jaw","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RTALJ"
"NUPDRS3","NP3RTALL","3.17d Rest tremor amplitude - LLE","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RTALL"
"NUPDRS3","NP3RTALU","3.17b Rest tremor amplitude - LUE","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RTALU"
"NUPDRS3","NP3RTARL","3.17c Rest tremor amplitude - RLE","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RTARL"
"NUPDRS3","NP3RTARU","3.17a Rest tremor amplitude - RUE","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RTARU"
"NUPDRS3","NP3RTCON","3.18 Constancy of rest tremor","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3RTCON"
"NUPDRS3","NP3SPCH","3.1 Speech","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3SPCH"
"NUPDRS3","NP3TOT","MDS-UPDRS Part III Total Score","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3TOT"
"NUPDRS3","NP3TTAPL","3.7b Toe tapping - Left foot","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3TTAPL"
"NUPDRS3","NP3TTAPR","3.7a Toe tapping - Right foot","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","NP3TTAPR"
"NUPDRS3","ORIG_ENTRY","Date of original data entry","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","ORIG_ENTRY"
"NUPDRS3","PAG_NAME","Page Name","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","PAG_NAME"
"NUPDRS3","PATNO","Participant ID","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","PATNO"
"NUPDRS3","PDSTATE","Which functional state is the participant currently in?","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","PDSTATE"
"NUPDRS3","PDTRTMNT","Is the participant on medication or receiving deep brain stimulation for treating the symptoms of Parkinsons disease?","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","PDTRTMNT"
"NUPDRS3","REC_ID","Record ID","Moved to NUPDRS3TRT","Replaced","NUPDRS3TRT","REC_ID"
"NUPDRS3TRT","NTEXAMDT","","Replaced by EXAMDT in NUPDRS3TRT","Replaced","NUPDRS3TRT","EXAMDT"
"NUPDRS3TRT","NTEXAMTM","","Replaced by EXAMTM in NUPDRS3TRT","Replaced","NUPDRS3TRT","EXAMTM"
"NUPDRS3TRT","OFFEXAMDT","","Replaced by EXAMDT in NUPDRS3TRT","Replaced","NUPDRS3TRT","EXAMDT"
"NUPDRS3TRT","OFFEXAMTM","","Replaced by EXAMTM in NUPDRS3TRT","Replaced","NUPDRS3TRT","EXAMTM"
"NUPDRS3TRT","OFFPDMEDDT","","Replaced by PDMEDDT in NUPDRS3TRT","Replaced","NUPDRS3TRT","PDMEDDT"
"NUPDRS3TRT","OFFPDMEDTM","","Replaced by PDMEDTM in NUPDRS3TRT","Replaced","NUPDRS3TRT","PDMEDTM"
"NUPDRS3TRT","ONEXAMDT","","Replaced by EXAMDT in NUPDRS3TRT","Replaced","NUPDRS3TRT","EXAMDT"
"NUPDRS3TRT","ONEXAMTM","","Replaced by EXAMTM in NUPDRS3TRT","Replaced","NUPDRS3TRT","EXAMTM"
"NUPDRS3TRT","ONPDMEDDT","","Replaced by PDMEDDT in NUPDRS3TRT","Replaced","NUPDRS3TRT","PDMEDDT"
"NUPDRS3TRT","ONPDMEDTM","","Replaced by PDMEDTM in NUPDRS3TRT","Replaced","NUPDRS3TRT","PDMEDTM"
"OTHCTRL","SEQNO","Sequence Number","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"PROHIST","RBDPATRPT","Participant reported RBD supports selection to RBD sub-group","Operational update based on source of information being site-only determination and not being determined by IU Screening Core","Excluded","",""
"PROHIST","RBDQUEST","RBD questionnaires supports selection to RBD sub-group","Operational update based on source of information being site-only determination and not being determined by IU Screening Core","Excluded","",""
"SURGPD","SEQNO","Sequence Number","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"TAUCNSNT","CNSTAUTH","Informed consent obtained by person authorized on site delegation log.","Replaced by DOCCNSNTTAU (Logic: Set as 1 when all of the eight tau consent variables : TAUCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","TAUCNSNT","DOCCNSNTTAU"
"TAUCNSNT","CNSTCOPY","Copy of the consent form was provided to the participant and/or legally authorized representative upon conclusion of the consent process.","Replaced by DOCCNSNTTAU (Logic: Set as 1 when all of the eight tau consent variables : TAUCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","TAUCNSNT","DOCCNSNTTAU"
"TAUCNSNT","CNSTFORM","Consent form was provided to the participant and/or legally authorized representative for review.","Replaced by DOCCNSNTTAU (Logic: Set as 1 when all of the eight tau consent variables : TAUCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","TAUCNSNT","DOCCNSNTTAU"
"TAUCNSNT","CNSTPRIR","Consent has been signed prior to any study procedures being performed.","Replaced by DOCCNSNTTAU (Logic: Set as 1 when all of the eight tau consent variables : TAUCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","TAUCNSNT","DOCCNSNTTAU"
"TAUCNSNT","CNSTQA","During the informed consent process, the participant and/or authorized representative had the opportunity to ask questions and receive answers by study personnel.","Replaced by DOCCNSNTTAU (Logic: Set as 1 when all of the eight tau consent variables : TAUCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","TAUCNSNT","DOCCNSNTTAU"
"TAUCNSNT","CNSTTIME","Participant and/or legally authorized representative were given adequate time to read the consent form and discuss the study with study staff and/or person of participant's choice.","Replaced by DOCCNSNTTAU (Logic: Set as 1 when all of the eight tau consent variables : TAUCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","TAUCNSNT","DOCCNSNTTAU"
"TAUCNSNT","SIGNCNST","Participant and/or legally authorized representative signed and dated the informed consent.","Replaced by DOCCNSNTTAU (Logic: Set as 1 when all of the eight tau consent variables : TAUCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","TAUCNSNT","DOCCNSNTTAU"
"TAUCNSNT","TAUCNSTDISC","Informed consent was discussed with participant and/or legally authorized representative for the PPMI Tau Imaging study.","Replaced by DOCCNSNTTAU (Logic: Set as 1 when all of the eight tau consent variables : TAUCNSTDISC,CNSTFORM,CNSTTIME,SIGNCNST,CNSTCOPY,CNSTPRIR,CNSTAUTH,CNSTQA = 1:Yes)","Replaced","TAUCNSNT","DOCCNSNTTAU"
"VISSTAT","VISOOWRSN","Reason for out of window visit","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
"VISSTAT","VISOUC","Out of Clinic visit","Replaced by VISHOWCONDUCTED = 3","Replaced","VISSTAT","VISHOWCONDUCTED"
"VISSTAT","VISTYPE","Visit type","Removed during EDC Transition from Blackfynn to Iowa","Excluded","",""
